annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,annotation.key_features.amount_normalized,annotation.key_features.has_amount
upi,unknown,none,none,none,USD,0.009340636774414789,1.0796340712198145,-0.03871634986684561,-0.035924005748926804,-0.0074814904899097,-3044.385821514179,0
upi | card | bank | crypto | gift_card | unknown | none,website,shared_credentials,none,mechanic_shop,unknown,-0.009227111181267266,0.9802221899227459,1.216745265879238,0.8578774617121728,0.0052974527178986834,2578.166602980457,0
unknown,website,clicked_link,none,security_company,unknown,-0.006211560570578998,1.0106652916092955,0.010408907934151376,0.04346990495528562,0.006500106684321456,701.3933045011167,1
unknown,social_media,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,commerce,unknown,unknown,-0.0009716669704340177,-0.06952551162633824,0.8376346747845895,-0.004838207660791221,0.002513564148759589,-715.906638670926,0
unknown,phone,clicked_link,download,unknown,unknown,-0.003192592289765399,-0.0027289347018655363,0.07955237997676119,0.9683019161952595,0.0018203043505569743,393.71944740041516,0
upi,sms | email | phone | social_media | website | app | unknown | none,unknown,none,netflix,unknown,0.0034854940497683297,-0.05495291161438406,-0.03598984819834709,0.7849663923346794,-0.002320662332161092,1299.0981094734948,0
bank,unknown,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment,none,unknown,0.023302490508016378,0.02440491555750524,1.1428540864664742,-0.032714429474775014,0.007373670733332005,1892.129119354243,0
upi | card | bank | crypto | gift_card | unknown | none,email,shared_credentials,unknown,unknown,unknown,0.02507266032901028,0.9555275568847016,0.07268954315371891,0.8568300677582852,-0.008313450383670143,-2176.2168317198957,0
upi,sms,clicked_link,payment,wise_security,unknown,0.011933102325724391,-0.04683652195001628,0.06065872340435042,0.7468452323557999,-0.00639378269243447,203.23711024731261,0
crypto,website,installed_app,verification,unknown,unknown,0.007540154172544155,1.070157372841715,-0.039398013916836644,0.8738331718021101,0.0035125624626257657,-1609.9797999390748,0
unknown,sms,none,payment | verification | login | download | none | unknown,company,USD,-0.013205782344829609,0.9023269918412764,1.0842899158297596,0.060713344977235864,0.009500754108321945,674.4820340033175,0
unknown,email,clicked_link,payment | verification | login | download | none | unknown,none,unknown,0.00620587034589807,-0.010427778659061556,0.010786426158333603,-0.022565787284465177,0.0028285268009408493,2006.7161018299732,0
upi | card | bank | crypto | gift_card | unknown | none,email,shared_credentials,payment,none,unknown,0.0067214796429216316,1.0814201969557344,0.07378556615854447,-0.034872029695088756,-0.0010239337112596635,-2307.073529946753,0
crypto,sms,installed_app,payment,bank,unknown,0.0017030507666589095,1.0503194246898304,-0.02215793416966482,-0.05159397117101085,-0.013592065878066616,902.1662885659356,0
unknown,unknown,shared_credentials,verification,none,unknown,0.011145047136995392,0.17680558864832008,0.08598438307372006,-0.02097139891913339,-0.012660580537586572,23.45923921792312,0
unknown,website,shared_credentials,none,unknown,unknown,-0.0036774564614761754,1.1880782408251438,-0.00815290519351275,-0.05546494284034754,-0.006249748228817463,536.5250097749116,1
upi,website,sent_money,payment,bank,USD,0.0024288320804719972,0.07388562167194936,1.069354112878002,1.0547689923629926,0.006757862513610563,247.97592048693082,0
unknown,social_media,installed_app,unknown,none,USD,-0.004902041104546996,-0.029878721751155347,0.052724356813779634,-0.0996752389400382,-0.0060384440818085075,529.8053832311397,0
unknown,unknown,sent_money,commerce,post_office,unknown,0.017856605405785066,0.20504685346500906,0.8717181246290842,0.038605126863511086,-0.0008849652657940878,885.9670128774428,0
unknown,social_media,none,payment | verification | login | download | none | unknown,company,unknown,0.026505353713541128,-0.06632286288041052,1.3262441896294073,0.9822105183474582,0.002028586428614566,-1669.1992129628275,0
gift_card,sms | email | phone | social_media | website | app | unknown | none,sent_money,payment | verification | login | download | none | unknown,none,unknown,0.021965830683219542,-0.10281555010934655,0.9905036344888574,1.0216772302399202,-0.005707101382583182,-233.27110441963362,0
unknown,sms,none,none,unknown,unknown,-0.007359006496352746,0.936009554238475,-0.00851997108106365,0.09017239644962234,-0.011630621222593552,462.75196894796335,1
upi,website,none,none | unknown,google,unknown,-0.015164750154555777,0.9435700786952715,0.017588419436202752,-0.03867421744683583,-0.0013379687550779046,1537.876867772695,0
upi | card | bank | crypto | gift_card | unknown | none,sms,received,verification,none,unknown,0.00470935622253154,1.033799120953283,1.1586598768097993,-0.007833474949909476,-0.0018908083295932103,-952.833404938049,0
upi,unknown,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,none,company,unknown,0.012227968816101109,0.0521903279785839,0.0019490887523069664,-0.09098285731360163,0.0031142421846259735,1587.7687240254968,0
upi,email,unknown,none,boost_mobile,unknown,-0.01269541996471198,-0.03192999197984939,-0.03207722094922837,0.09571757814515668,-0.0014494433428745282,-162.2050299629713,0
unknown,phone,none,none,unknown,USD,-0.01750841981331093,1.0380769530976452,1.0259365663213846,-0.09735424835995478,-0.007521102382031465,3790.3180709677194,0
unknown,sms,shared_credentials,payment,security_company,USD,0.006841787699325368,0.1364064015046771,1.0865093440813858,1.2253385741493381,-0.006913980032767626,1288.0984736377811,0
unknown,phone,sent_money,unknown,unknown,unknown,-0.0014631222615161005,0.8863762499870185,-0.004203351899495092,-0.10558905117325813,-0.0008049340172002245,-215.55045262606848,1
crypto,email,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment,company,USD,-0.00033415953444540394,-0.10025044196181455,0.02797107954670959,-0.1032794716473038,0.0008809774759778982,2374.62403197591,0
card,website,unknown,payment,bank,unknown,0.023468568923050683,0.9269700801750304,1.1644615706365236,-0.03838076168566857,-0.005495459448822645,2729.0272450127904,1
upi,social_media,utilize,payment,unknown,USD,0.004921692963893237,0.8386353803238547,0.1044546878185067,-0.05090391998901644,0.011658575555624317,1418.1035579697846,0
unknown,sms,clicked_link,unknown,cloud_storage_provider,unknown,-0.0076931935754397645,-0.12404632480185697,0.9587019226422937,-0.03694482149015895,-0.005473800896443387,-173.5239725413221,0
unknown,website,none,credential,company,unknown,0.025578399657658207,-0.047482460047283674,0.04366468779819342,0.050238855344518815,-0.008379748473329951,-1131.946263614654,0
upi,email,clicked_link,unknown,landlord,unknown,-0.030007371043036392,0.112018181036747,0.0445664175328162,-0.05463715666906068,-0.013637252034711783,-1407.4600961926656,0
unknown,phone,clicked_link,payment,bank,unknown,0.021531395318229528,0.9280470437427082,0.011546731700420835,0.850087957023317,-0.0057890034450888694,1933.4054450838928,1
crypto,website,none,none,unknown,unknown,-0.02584639211394261,1.0328635700991742,0.009551756771380107,0.09520046460869863,-0.0033013455037826803,1019.1334989195873,0
unknown,sms,none,none,none,unknown,-0.01012054210921102,0.0022772498620980183,1.053075324859309,0.9242973647438834,-0.0032032004406352312,1523.225980983936,0
bank,unknown,sent_money,none,bank_|_government_|_company_|_individual_|_none_|_unknown,unknown,-0.013721016816925424,0.0697813906745255,1.0961009694465607,0.07871565352959277,0.0013519481401648356,-343.9589386209757,0
bank,email,shared_credentials,none,cowboy1113,INR,-0.00017244995519677546,1.0663539674736016,0.01626358254877638,-0.13240499494578067,-0.005300274047050696,-1000.0458892304223,0
crypto,sms,sent_money,none,none,unknown,0.013286171012450873,0.91782372491365,0.0071399750661643845,0.967502502045058,-0.012521806045410352,1967.7548630762858,0
unknown,email,sent_money,commerce,doctor,unknown,0.037016334659704525,0.9049300714931334,0.02208924710014115,-0.013507998408826239,0.006271205779256748,-2547.3263596484126,0
unknown,unknown,none | unknown,verification,verizon,unknown,0.001894945643643269,0.920833698901275,0.04755509900286226,-0.028748608989794096,-0.0018755977451821344,898.263650600371,0
unknown,email,shared_credentials,none,company,unknown,0.000740416403749607,-0.07756698966663023,0.08558442130043027,1.0955774552809379,-0.004013611419138258,-718.8797909292755,0
upi,sms,sent_money,none,bank,unknown,0.0072092134692225696,0.07273052741671862,1.033725283310695,0.01782504289997533,0.0030621308774918424,1323.2648671089069,0
unknown,email,none,replacement,company,INR,0.009632945858960715,1.01274925275154,0.8239953710331873,0.06533341780496346,-0.009229026333607745,324.60213928206355,0
unknown,phone,sent_money,none,unknown,unknown,-0.00319597709160027,0.03693320070548409,-0.09107255047740191,-0.03494419012576539,0.0011154656976043226,-2090.1871553707265,1
crypto,sms,unknown,trade,none,unknown,0.016894841301974977,0.9247480482536311,1.2408081957248398,-0.052145373587893874,-0.00559314508022142,528.4685730149504,0
bank,email,installed_app,payment,company,unknown,0.005627763890812348,1.0133476747252477,0.9875509622155888,0.05948238865666858,-0.0025247118952340226,1729.9875982269452,1
unknown,email,sent_money,payment,company,unknown,0.009766595280878667,0.03141434995668187,1.308428583433289,-0.017128454815730686,0.011432429674807055,-2735.5297992155297,0
unknown,unknown,installed_app,commerce,unknown,unknown,0.019826261730735824,0.0563997209164791,0.020133059032397593,0.9865194250954387,-0.003130806004919436,1630.211123599337,1
upi,email,none,activation,none,unknown,0.029229007357479235,0.819317000536523,1.080177811121813,1.0596806243382308,0.001105145646689538,-1289.626666940348,0
unknown,email,unknown,none,none,unknown,-0.004780363957429099,-0.09746893778953783,1.0899880745279238,0.847086542044184,-0.004365637422439973,-1582.0324142814493,0
unknown,phone,none,commerce,company,unknown,0.0017579365451701726,0.05647614022626029,-0.05017709016200597,0.09647518744791042,0.0018134054346650226,-2106.358513529808,0
bank,unknown,shared_credentials,transaction,none,unknown,0.012467643125970401,-0.03583319361644569,-0.032558298864334256,1.0582976371614634,-0.0049464186700588055,188.26943704843285,0
unknown,website,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment,bank,unknown,0.005794709523048788,-0.009780978041367735,-0.04518012635014743,0.9002620280156364,-0.005982873723480239,-240.15442332914125,0
unknown,youtube,received_credit,activation,unknown,unknown,-0.006822590307302988,-0.06950523894623557,-0.047986061484503344,-0.1172833200881719,0.0071630379831739525,-1581.7152401278645,0
upi,sms,none,payment,none,unknown,0.028820194089067806,0.7700059268370254,0.06026824814603199,-0.03901860228039903,-0.011485065935472128,-1542.1654067957643,1
bank,app,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,none,company,USD,0.01749927778604919,0.07199267914281146,-0.020730179326151094,0.07673411952263448,0.006350123101640652,509.0536761552616,0
upi,phone,paid_upfront,none,none,unknown,0.0021732381405349063,0.04395586616800207,0.03511211164069222,1.0857250708450508,0.0010593117826430084,-251.73593285655795,0
crypto,sms | email | phone | social_media | website | app | unknown | none,sent_money,payment,individual,unknown,0.0037982266682988386,-0.014487527753053859,1.0132460407693098,-0.0639595922944536,-0.005461906834968053,-647.1190094328745,0
unknown,sms,sent_money,verification,unknown,unknown,-0.0071885344757994536,1.1248029933609864,0.06837865612370232,1.0191629829690299,0.0011261263414589268,-146.9872299178303,0
unknown,unknown,none,payment,bank,USD,-0.00043211340034644526,0.04232784506279952,0.03601115209855954,0.88138423375347,-0.008458853745065584,-512.845774296538,0
upi,website,sent_credentials,payment,unknown,unknown,0.01889666051330586,-0.02874393122676264,0.8738006027886008,0.8243862123114781,-0.012883722361265343,-1153.3895111586478,0
upi | card | bank | crypto | gift_card | unknown | none,phone,clicked_link,verification,unknown,unknown,0.019389286658225265,1.0560699973586722,-0.03645024465230729,1.1212784065774895,-0.005218307768516501,-1782.4396916357675,0
upi | card | bank | crypto | gift_card | unknown | none,email,none,transaction,individual,USD,0.012625070859788637,0.037829404279601034,0.032208765879981185,0.05514221539152618,-0.006943130977221001,3126.5676939110717,0
unknown,website,unknown,payment,unknown,unknown,0.0018334670865441135,0.9464096411274697,-0.03534118949388307,-0.0020521591657212514,0.0012752522747020783,607.4289751516499,0
unknown,email,none,payment,none,unknown,0.015717180568113366,-0.08087525921389616,-0.10265563676790769,-0.04622747165070385,-0.006917257660629191,-1055.5495566382779,0
crypto,unknown,none,none,netflix,INR,0.03011932591114943,1.182999090204997,0.07158871679583771,1.1192529352890725,-0.0030201213264816123,-2152.8731242108197,0
card,sms,abuse,none | unknown,bank,unknown,0.016999322012357206,1.1267870205831612,1.3713969764899747,0.73375205740423,0.0008431994604995268,1820.2231279305588,0
unknown,sms,sent_money,credential,unknown,USD,0.03533804182386646,1.0291122243295603,1.1296030030813846,0.8211701248879841,-0.014086644155514331,1502.1977481942868,0
upi,app,none,payment,company,unknown,-0.013922373020943447,0.8709617872533723,-0.020845172199258546,-0.06822230634353031,-0.0022342567943553324,470.9782373451742,0
crypto,email,unknown,transaction,company,USD,0.017562900683059608,-0.05653198641042788,0.9000197190497579,0.8000669294068246,0.0011154416818538236,-2029.995540234803,0
unknown,none,clicked_link,none,bank,unknown,0.010105075464365768,0.05360650371681155,0.053551593796903406,1.1909640498191205,-0.0005563741320260568,-776.8271468953337,1
upi,phone,none,payment,none,USD,0.01240844480652191,1.115476405614633,0.08039362352022501,-0.06754906529352196,0.0005465965232736993,-559.4265598620792,0
unknown,sms | email | phone | social_media | website | app | unknown | none,unknown,none,none,unknown,0.007904976394587418,0.9105306202492544,0.8566462789981988,0.884671589169056,-0.01339237804515766,31.28406388203101,1
upi,sms,none,credential,individual,USD,0.009972248381791825,0.014916216218756908,0.7500683661246778,0.056528112431439924,0.0030740413845354534,-2229.5760192759667,1
crypto,email,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,none,none,CROWNS,0.01551726045555544,0.966425276560953,0.046223539996682446,0.0626873124746691,0.004674937316728131,-28.119244557531687,0
unknown,website,clicked_link,transaction,unknown,unknown,-0.002119067465277442,0.10829577748185604,-0.05703362982782519,-0.0004703780511412692,0.0011448608456945631,981.6578992483701,0
unknown,sms,none,payment | verification | login | download | none | unknown,none,USD,0.008137396293502684,1.0728527388796518,0.08464694757930685,-0.11495100760281979,-0.006602744781688252,1800.19785823456,0
unknown,website,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,unknown,unknown,unknown,0.012008945905960838,0.08944369612215541,0.0476509943623464,0.036590593848701475,-0.00268937614957033,417.16186793304485,0
unknown,phone,shared_credentials,unknown,unknown,unknown,-0.021491318344692437,0.8183863666511142,-0.08004679050265182,-0.017447206566031756,0.003080200641416116,1311.2648531359694,0
crypto,mail,sent_money,none,bank_|_government_|_company_|_individual_|_none_|_unknown,unknown,-0.025214597834720517,0.9224123233549064,-0.08222908385980753,0.9258177521491239,-0.011083572706958054,2453.885258416794,1
upi | card | bank | crypto | gift_card | unknown | none,sms,sent_money,none,unknown,INR,-0.017141066100819738,-0.09899308038466355,-0.09206091656119515,-0.04863991781793315,-0.008531741547829673,-72.4417556425809,0
unknown,email,none,payment,none,unknown,0.006667977018960351,-0.11739052377751427,0.0532686209281517,-0.02398707642195115,-0.005181913464880052,3598.751861584803,1
unknown,sms | email | phone | social_media | website | app | unknown | none,abuse,verification,none,unknown,0.017792125404892657,-0.10712051376057126,-0.03671591858199359,0.8884722199445686,0.004590754280006583,-1351.7423943926597,1
upi,social_media,none,none,bank,unknown,0.03405726567784173,0.9598889536492347,1.3167985053643618,0.8421914163234704,0.0021245615903922113,-469.9153672612479,0
bank,sms,sent_money,none,none,USD,0.013306392596073878,0.0688268358685201,0.032039392954876206,-0.015882639887449174,-0.003545942529083767,-1162.1633702629495,0
unknown,phone,installed_app,none,bank,unknown,-0.0003057157030318577,-0.10429219197954824,1.068000945390582,-0.10310949820137519,-0.0031110345162397037,1104.8499431737232,0
unknown,sms | email | phone | social_media | website | app | unknown | none,shared_credentials,none,individual,unknown,0.00951961030471206,0.9389832796737776,1.2424193455718027,-0.10205737449473712,-0.0003400414262156329,-935.2882716858726,1
unknown,email,unknown,unknown,none,unknown,-0.013172972205960424,0.09027112231746928,-0.06916004016628732,0.8586929854092554,-0.00019158409995019484,-118.81236809463464,0
card,email,none,commerce,boost_mobile,unknown,-0.014004385726466232,-0.09940991925634585,-0.018837518714660238,0.9791376330017257,0.0015553591975234159,1912.8807618062103,1
upi,discord,sent_money,none,none,unknown,0.002272019046893616,0.04407608081495537,0.03419016833186126,0.024052656335843164,-0.0034034012186499514,3017.826590394854,0
bank,none,clicked_link,none,none,unknown,0.015016557560337998,0.09506746040554617,-0.017916715075388057,-0.04114849670644672,-0.002959983537865531,12603.873953898039,0
unknown,unknown,sent_money,none,none,unknown,0.007747162458356279,0.02022989233356219,0.00285182777056442,1.2045614080202975,-0.006081208824305549,-1153.5484859789044,0
bank,telegram,sent_money,payment,bank_|_government_|_company_|_individual_|_none_|_unknown,USD,0.0068883102361414605,-0.10623769995355413,0.08401186618111178,-0.001545525147448833,-0.004683447768340714,2844.1839518850174,1
unknown,sms,none,none,security_company,unknown,0.018604608054258523,0.8826669217528444,0.8683914308813329,0.06623532568185539,-0.006499398742313199,2030.2018526947093,0
crypto,sms,received_credit,verification,individual,USD,-0.0036167812812457636,0.06004081294573021,-0.09621369214666212,0.8577871839186697,-0.01427999496278078,371.0727087679513,0
unknown,email,sent_money,payment,company,unknown,-0.003176640107448395,0.13662099658677143,0.04911254437887797,0.060631957639509536,0.015838481428409414,437.7844887473529,0
upi,phone,sent_money,payment,unknown,unknown,-0.016556383459311978,0.9796935984436734,0.012218484273910127,0.005026195576506708,-0.002641788417875275,2394.8851789458663,0
unknown,phone,none,none,none,unknown,-0.009575180688496072,0.002899535654694376,1.1267116251263916,0.9451976925135379,0.007806535319057533,1696.172749223642,0
upi,email,sent_money,transaction,unknown,INR,0.01562679782600844,1.017630202704797,1.2405201232737422,-0.021311334667383074,-0.011263241845581598,-220.99647113828973,0
upi,email,none,verification,bank,unknown,0.028709425421887574,-0.05091219662116208,0.006600450989872461,1.0920596020025573,-0.0023154999899668988,370.01678637950386,0
unknown,phone,none,payment,bank_|_government_|_company_|_individual_|_none_|_unknown,unknown,0.023952483706833172,-0.04883193535589508,0.020421461965148737,0.991274176788109,-8.80634161449684e-05,1065.7203591327316,0
crypto,sms,sent_money,none,ice_agent,USD,0.019536593486911856,-0.04323290470825246,0.9389139365740005,0.8454865879518193,0.008334236015176992,-1025.0371187182052,0
unknown,email,clicked_link,transaction,none,USD,0.012996634241788745,-0.1094502435338138,-0.033473341913972256,0.011070103507807247,-0.008281743850114768,-802.5423580543904,1
unknown,email,none | unknown,payment,unknown,USD,-0.014027908044950433,0.851025846603583,-0.038456664031451177,-0.04573918105516853,0.0013368009886599685,2926.882911878082,0
unknown,website,shared_credentials,unknown,microsoft,CROWNS,0.006484231897803799,0.9754975434235857,-0.024252998807031936,-0.06959710435032632,0.002450454411019272,951.5889752272487,0
upi,phone,none,unknown,unknown,unknown,0.0018301418584857013,0.8930655127386633,1.145033692449144,0.013032027551383064,0.00539399133617037,-454.66619230747506,0
crypto,phone,none,phishing,unknown,unknown,0.0317861578269371,1.0491962615617467,1.348780449083985,1.1062112572783809,0.0064082427840925285,1846.1227111067665,1
unknown,sms,clicked_link,payment,none,unknown,0.014501268729146422,0.9605172091354126,-0.018471410063687896,0.9456781966055497,-0.005262799556723331,216.45974398627942,0
unknown,email,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,trade,none,unknown,-0.010296311613270952,-0.08444865373991807,0.04470513098589273,0.918327445437299,0.010371200808501433,-95.65111004136709,1
card,sms,unknown,none,unknown,unknown,-0.00040895555643890886,0.12994311503951228,0.069268310941305,-0.0618815546461302,-0.007860940391955,1884.4285341584045,0
crypto,sms,unknown,payment,none,unknown,0.016603241414003975,-0.06037091992501046,1.196478383951194,1.094734312154394,-0.004306349321518173,159.27564487320666,0
crypto,social_media,clicked_link,payment | verification | login | download | none | unknown,unknown,unknown,0.014796369090051414,0.01370247229957018,0.9920391032358129,-0.035803710505446874,0.008886486551203159,-3032.707246872931,0
upi,phone,clicked_link,unknown,netflix,unknown,0.007436428168677487,0.1619319000059097,0.019732056317985386,-0.040553701081772045,-0.013004363917651848,1138.2434442794358,0
bank,sms,clicked_link,credential,bank,unknown,-0.019290247764097986,-0.034134069777370435,-0.025026164801089375,1.0326701089444736,0.0017417942517684868,961.7026818715412,0
unknown,email,sent_money,payment,linkedin,USD,0.013588059939500872,-0.07601753727211151,0.016547243297177033,-0.017828291478103123,0.0012374051486808311,-1206.816424573104,0
unknown,email,none,none,unknown,unknown,-0.006872475523066142,0.8887175249033236,1.1106772775406788,-0.139181879583588,-0.0044628651883346715,527.5284566744297,1
